,title,movieId,rating_avg
7108,Returner (Ritaanaa) (2002),6882,2.5
7109,"Revenant, The (2009)",91947,4.5
7110,Revenge (1990),7032,4.0
7111,Revenge for Jolly! (2012),103865,2.0
7112,Revenge of the Green Dragons (2014),113416,1.5
7113,Revenge of the Nerds (1984),54782,2.9
7114,Revenge of the Nerds II: Nerds in Paradise (1987),25290,2.1
7115,Revenge of the Nerds III: The Next Generation (1992),65738,4.0
7116,Revenge of the Nerds IV: Nerds in Love (1994),65740,4.0
7117,Revenge of the Pink Panther (1978),17192,3.2
7118,Reversal of Fortune (1990),25266,3.8
7119,Revolution (1985),42943,2.5
7120,Revolution OS (2001),6679,4.0
7121,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",6935,4.0
7122,Revolutionary Road (2008),325650,3.7
7123,Revolver (2005),281036,3.4
7124,"Rewrite, The (2014)",115502,3.5
7125,Richard III (1995),615,3.7
7126,Richard Pryor Live on the Sunset Strip (1982),12244,4.0
7127,Richie Rich (1994),9350,2.2
7128,Rick and Morty: State of Georgia Vs. Denver Fenton Allen (2016),175693,2.5
7129,Ricki and the Flash (2015),133281,2.0
7130,Ricky Gervais Live 3: Fame (2007),78544,3.0
7131,Ricky Gervais Live: Animals (2003),78160,3.5
7132,Riddick (2013),521215,3.3
7133,Ride Along (2014),648936,3.2
7134,Ride Along 2 (2016),453945,2.0
7135,Ride the High Country (1962),7896,3.5
7136,Ride with the Devil (1999),12468,3.9
7137,Ridicule (1996),8190,3.6
7138,Riding Giants (2004),111528,4.0
7139,Riding in Cars with Boys (2001),24335,3.1
7140,Rififi (Du rififi chez les hommes) (1955),8596,4.8
7141,"Right Stuff, The (1983)",27082,3.9
7142,Righteous Kill (2008),61697,3.0
7143,Riki-Oh: The Story of Ricky (Lik Wong) (1991),26736,4.5
7144,"Ring Two, The (2005)",139195,2.3
7145,Ring of Terror (1962),6514,0.5
7146,"Ring, The (1927)",2226,1.0
7147,"Ring, The (2002)",266913,3.2
7148,"Ringer, The (2005)",168052,2.8
7149,Ringu (Ring) (1998),68662,3.5
7150,Ringu 0: Bâsudei (2000),32743,3.0
7151,"Rink, The (1916)",102747,3.5
7152,Rio (2011),690384,3.1
7153,Rio 2 (2014),221310,2.0
7154,Rio Bravo (1959),12987,3.7
7155,Rio Grande (1950),5826,3.5
7156,Ripley's Game (2002),82224,3.3
7157,Rise of the Footsoldier (2007),57843,4.5
7158,Rise of the Guardians (2012),1178916,3.8
7159,Rise of the Planet of the Apes (2011),2396088,3.5
7160,Risen (2016),151687,0.5
7161,Rising Sun (1993),4653,3.3
7162,Risk (2016),165843,4.0
7163,Risky Business (1983),122430,3.4
7164,"River Runs Through It, A (1992)",68200,3.9
7165,"River Wild, The (1994)",15040,3.2
7166,River's Edge (1986),4218,3.5
7167,"River, The (1984)",12436,3.5
7168,Rivers and Tides (2001),7096,5.0
7169,Rize (2005),33838,3.5
7170,Ro.Go.Pa.G. (1963),93114,3.0
7171,Road House (1989),32578,2.8
7172,Road Trip (2000),148297,3.1
7173,"Road Warrior, The (Mad Max 2) (1981)",148120,4.0
7174,"Road to El Dorado, The (2000)",45279,3.1
7175,"Road to Guantanamo, The (2006)",46559,3.5
7176,Road to Morocco (1942),5231,3.5
7177,Road to Perdition (2002),267736,3.5
7178,"Road to Wellville, The (1994)",2072,2.4
7179,"Road, The (2009)",567648,3.9
7180,Rob Roy (1995),6644,3.5
7181,Roberta (1935),7053,4.0
7182,Robin Hood (1973),109224,3.5
7183,Robin Hood (2010),467196,3.2
7184,Robin Hood: Men in Tights (1993),35880,3.1
7185,Robin Hood: Prince of Thieves (1991),28756,3.0
7186,Robin Williams: Live on Broadway (2002),171695,3.0
7187,Robin and Marian (1976),10998,3.2
7188,Robin-B-Hood (Bo bui gai wak) (2006),73676,3.0
7189,Robinson Crusoe on Mars (1964),26124,2.0
7190,RoboCop (1987),208950,3.4
7191,RoboCop (2014),653670,2.3
7192,RoboCop 2 (1990),74650,2.6
7193,RoboCop 3 (1993),10899,2.4
7194,RoboGeisha (Robo-geisha) (2009),106927,3.0
7195,Robot & Frank (2012),289965,3.0
7196,Robot Carnival (Roboto kânibauru) (1987),8426,4.0
7197,Robot Jox (1990),7986,1.0
7198,Robot Overlords (2014),136800,1.5
7199,Robots (2005),608589,3.0
7200,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),31309,3.5
7201,Rock School (2005),101031,3.5
7202,Rock Star (2001),14271,2.5
7203,Rock of Ages (2012),381228,2.8
7204,Rock the Kasbah (2015),144716,2.0
7205,"Rock, The (1996)",88693,3.6
7206,Rock-A-Doodle (1991),66915,2.0
7207,"Rocker, The (2008)",122510,2.8
7208,Rocket Science (2007),109490,3.2
7209,Rocket Singh: Salesman of the Year (2009),94661,4.0
7210,RocketMan (a.k.a. Rocket Man) (1997),11522,2.1
7211,"Rocketeer, The (1991)",81666,3.3
7212,RocknRolla (2008),817037,3.8
7213,Rocky (1976),125056,3.8
7214,Rocky Balboa (2006),695114,3.3
7215,"Rocky Horror Picture Show, The (1975)",167391,3.3
7216,Rocky II (1979),62634,3.2
7217,Rocky III (1982),57840,2.7
7218,Rocky IV (1985),69919,2.7
7219,Rocky V (1990),41004,1.9
7220,Roger & Me (1989),63984,3.8
7221,Roger Dodger (2002),34752,3.7
7222,Rogue (2007),60471,3.5
7223,Rogue One: A Star Wars Story (2016),4496256,3.9
7224,Role Models (2008),1262620,3.6
7225,Roll Bounce (2005),37844,2.0
7226,Rollerball (1975),22088,3.5
7227,Rollerball (2002),35658,1.8
7228,Rollercoaster (1977),5046,2.5
7229,Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),92730,2.0
7230,Roman Holiday (1953),23816,4.1
7231,"Roman J. Israel, Esq. (2017)",179815,1.5
7232,Romance (1999),2894,4.0
7233,Romancing the Stone (1984),129924,3.5
7234,"Romantics, The (2010)",81949,3.0
7235,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",10608,4.0
7236,Romeo Is Bleeding (1993),1563,3.2
7237,Romeo Must Die (2000),62136,3.1
7238,Romeo and Juliet (1968),55020,3.7
7239,Romper Stomper (1992),3654,3.3
7240,Romy and Michele's High School Reunion (1997),43877,3.0
7241,Ronin (1998),97954,3.5
7242,Rookie of the Year (1993),20408,2.5
7243,"Rookie, The (1990)",13624,2.2
7244,"Rookie, The (2002)",63204,3.3
7245,Room (2015),1121392,3.6
7246,Room at the Top (1959),3171,4.0
7247,"Room for Romeo Brass, A (1999)",41712,4.0
7248,Room in Rome (Habitación en Roma) (2010),171770,2.8
7249,"Room with a View, A (1986)",22032,3.7
7250,"Room, The (2003)",224262,3.7
7251,"Roommate, The (2011)",87028,2.0
7252,Roommates (1995),912,3.7
7253,Roots (1977),209547,3.2
7254,Rope (1948),21760,3.9
7255,Rory O'Shea Was Here (Inside I'm Dancing) (2004),31435,4.5
7256,Rory Scovel Tries Stand-Up for the First Time (2017),175577,1.5
7257,Rose Red (2002),15292,3.0
7258,"Rose Tattoo, The (1955)",8921,3.5
7259,Rosemary's Baby (1968),69120,4.2
7260,Rosencrantz and Guildenstern Are Dead (1990),19888,4.0
7261,Rosetta (1999),3010,4.0
7262,Rosewood (1997),4395,3.3
7263,Rough Magic (1995),1549,4.0
7264,Rough Night (2017),343734,3.2
7265,Rounders (1998),80316,3.9
7266,Roxanne (1987),94853,3.3
7267,Royal Flash (1975),31925,4.0
7268,"Royal Tenenbaums, The (2001)",338572,3.7
7269,Royal Wedding (1951),5168,3.0
7270,Rubber (2010),162264,3.8
7271,Ruby & Quentin (Tais-toi!) (2003),31123,2.5
7272,Ruby Red (2013),130444,4.0
7273,Ruby Sparks (2012),383492,3.5
7274,Ruby in Paradise (1993),2092,3.5
7275,Rudderless (2014),116817,4.5
7276,Rude Boy (1980),5239,4.0
7277,"Rudolph, the Red-Nosed Reindeer (1964)",221562,3.8
7278,Rudy (1993),17816,3.5
7279,"Rugrats Movie, The (1998)",16478,2.5
7280,Rugrats in Paris: The Movie (2000),15960,2.2
7281,"Ruins, The (2008)",58975,3.5
7282,"Rules of Attraction, The (2002)",28330,3.6
7283,Rules of Engagement (2000),24591,3.1
7284,"Rules of the Game, The (La règle du jeu) (1939)",20349,3.5
7285,"Ruling Class, The (1972)",1162,3.0
7286,"Rum Diary, The (2011)",546768,3.6
7287,Rumble in the Bronx (Hont faan kui) (1995),5152,3.5
7288,Rumor Has It... (2005),126021,2.8
7289,Run (1991),7127,3.5
7290,Run All Night (2015),389811,2.2
7291,Run Fatboy Run (2007),407134,3.0
7292,Run Lola Run (Lola rennt) (1998),201900,4.0
7293,Run Silent Run Deep (1958),13350,3.6
7294,"Run of the Country, The (1995)",679,4.0
7295,Runaway (1984),15748,2.6
7296,Runaway Brain (1995) ,96608,5.0
7297,Runaway Bride (1999),114408,2.8
7298,Runaway Jury (2003),116943,3.4
7299,Runaway Train (1985),18752,3.2
7300,"Runaways, The (2010)",76763,3.5
7301,"Rundown, The (2003)",114988,3.1
7302,Runner Runner (2013),210702,2.2
7303,"Running Man, The (1987)",125732,3.2
7304,Running Scared (1980),5240,4.0
7305,Running Scared (1986),19656,3.6
7306,Running Scared (2006),219605,3.3
7307,Running With Scissors (2006),48560,2.5
7308,Running on Empty (1988),13611,4.3
7309,Rush (1991),8158,4.0
7310,Rush (2013),1154043,3.8
7311,Rush Hour (1998),95466,3.3
7312,Rush Hour 2 (2001),145731,3.4
7313,Rush Hour 3 (2007),273240,2.7
7314,Rushmore (1998),134120,3.5
7315,"Russia House, The (1990)",10066,2.5
7316,"Russians Are Coming, the Russians Are Coming, The (1966)",5801,2.5
7317,Rust and Bone (De rouille et d'os) (2012),97024,0.5
7318,Ruthless People (1986),34482,3.3
7319,Ryuzo and the Seven Henchmen (2015),142550,4.5
7320,S.F.W. (1994),386,3.0
7321,S.W.A.T. (2003),92330,3.3
7322,SLC Punk! (1998),31152,3.8
7323,SORI: Voice from the Heart (2016),158027,5.0
7324,SUBWAYStories: Tales from the Underground (1997),88697,2.5
7325,Sabotage (1936),4420,3.2
7326,Saboteur (1942),8816,3.9
7327,Sabrina (1954),27450,3.8
7328,Sabrina (1995),378,3.2
7329,"Sacrament, The (2013)",113565,4.0
7330,Sacrifice (Zhao shi gu er) (2010),91981,2.5
7331,"Sacrifice, The (Offret - Sacraficatio) (1986)",79734,4.2
7332,Safe (1995),950,2.8
7333,Safe (2012),188810,3.5
7334,Safe Haven (2013),100527,4.0
7335,Safe House (2012),370028,3.4
7336,Safety Last! (1923),16470,4.0
7337,Safety Not Guaranteed (2012),570528,3.8
7338,"Safety of Objects, The (2001)",12434,3.0
7339,Sahara (2005),228172,3.1
7340,Saint Ralph (2004),33826,2.5
7341,"Saint, The (1997)",44370,3.2
7342,Saints and Soldiers (2003),27816,2.5
7343,Salaam Bombay! (1988),12488,3.5
7344,Salmon Fishing in the Yemen (2011),93740,1.5
7345,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)",21072,3.7
7346,Salt (2010),1189395,3.0
7347,"Salton Sea, The (2002)",53290,3.4
7348,Salvador (1986),4407,4.5
7349,Salvation Boulevard (2011),91688,1.5
7350,"Salvation, The (2014)",115216,3.0
7351,"Samouraï, Le (Godson, The) (1967)",30348,4.0
7352,Samsara (2011),289818,3.8
7353,Samurai Assassin (Samurai) (1965),42559,3.0
7354,Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967),41627,3.5
7355,San Andreas (2015),531184,1.9
7356,San Francisco (1936),33237,4.0
7357,"Sand Pebbles, The (1966)",8674,3.5
7358,"Sandlot, The (1993)",122472,3.4
7359,"Sandpiper, The (1965)",3073,5.0
7360,Sands of Iwo Jima (1949),8446,2.5
7361,Sandy Wexler (2017),170897,2.0
7362,Sanjuro (Tsubaki Sanjûrô) (1962),11620,4.2
7363,Sansho the Bailiff (Sanshô dayû) (1954),8188,3.5
7364,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),6119,4.0
7365,Santa Claus: The Movie (1985),9596,2.2
7366,"Santa Clause 2, The (2002)",29020,2.3
7367,"Santa Clause 3: The Escape Clause, The (2006)",98026,2.8
7368,"Santa Clause, The (1994)",25677,3.2
7369,Santa Sangre (1989),4658,3.5
7370,Santa's Little Helper (2015),152658,1.5
7371,Sapphire Blue (2014),166203,4.0
7372,Sarafina! (1992),3711,4.0
7373,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",2632,4.0
7374,Sarah Silverman: Jesus Is Magic (2005),81892,2.0
7375,Satanic (2016),160872,0.5
7376,Satin Rouge (2002),5537,5.0
7377,Saturday Night Fever (1977),62623,3.3
7378,Saturn 3 (1980),179762,3.1
7379,Sausage Party (2016),1112104,3.6
7380,"Savage Nights (Nuits fauves, Les) (1992)",526,4.0
7381,Savages (2012),191166,2.8
7382,"Savages, The (2007)",56333,3.5
7383,Savannah Smiles (1982),12248,2.8
7384,Save the Last Dance (2001),64864,2.8
7385,Saved by the Bell: Hawaiian Style (1992),344430,2.8
7386,Saved! (2004),117124,3.9
7387,Saving Christmas (2014),141994,0.5
7388,Saving Face (2004),33649,5.0
7389,Saving Grace (2000),42141,3.9
7390,Saving Mr. Banks (2013),857128,3.7
7391,Saving Private Ryan (1998),381264,4.1
7392,Saving Santa (2013),131098,5.0
7393,Saving Silverman (Evil Woman) (2001),45639,2.8
7394,Savior (1998),2358,4.0
7395,Saw (2003),297342,4.5
7396,Saw (2004),295581,3.2
7397,Saw II (2005),512798,2.8
7398,Saw III (2006),537647,3.0
7399,Saw IV (2007),277885,3.2
7400,Saw V (2008),190308,3.2
7401,Saw VI (2009),216387,3.5
7402,Saw VII 3D - The Final Chapter (2010),81535,4.5
7403,Say Anything... (1989),87672,3.9
7404,Say It Isn't So (2001),16916,2.1
7405,"Scalphunters, The (1968)",78620,4.5
7406,"Scanner Darkly, A (2006)",613888,3.6
7407,Scanners (1981),11706,3.2
7408,Scaramouche (1952),6527,3.0
7409,Scarface (1932),51576,3.8
7410,Scarface (1983),285554,3.9
7411,"Scarlet Letter, The (1995)",1146,2.4
7412,Scary Movie (2000),189250,2.9
7413,Scary Movie 2 (2001),114088,2.7
7414,Scary Movie 3 (2003),137760,2.3
7415,Scary Movie 4 (2006),539664,2.2
7416,Scenes From a Marriage (Scener ur ett äktenskap) (1973),51772,4.0
7417,Scenes from a Mall (1991),12640,1.5
7418,Scenes from the Class Struggle in Beverly Hills (1989),4660,4.0
7419,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",7745,4.0
7420,Scent of a Woman (1992),87804,3.6
7421,Schindler's List (1993),115940,4.2
7422,Schizopolis (1996),1546,3.5
7423,Schlussmacher (2013),103171,1.0
7424,School Daze (1988),10269,2.2
7425,School Ties (1992),45744,2.8
7426,School for Scoundrels (2006),48416,2.5
7427,"School of Flesh, The (École de la chair, L') (1998)",2544,3.0
7428,School of Rock (2003),452958,3.4
7429,"Science of Sleep, The (La science des rêves) (2006)",528902,3.9
7430,Scooby-Doo (2002),92123,2.9
7431,Scooby-Doo 2: Monsters Unleashed (2004),29476,2.2
7432,Scooby-Doo Goes Hollywood (1979),136359,5.0
7433,Scooby-Doo! Abracadabra-Doo (2010),118894,5.0
7434,Scooby-Doo! Curse of the Lake Monster (2010),85295,5.0
7435,Scooby-Doo! and the Loch Ness Monster (2004),136353,5.0
7436,Scooby-Doo! and the Samurai Sword (2009),136341,5.0
7437,Scoop (2006),187868,3.4
7438,Scorched (2003),13144,3.5
7439,"Score, The (2001)",88960,3.5
7440,Scorpio (1973),68597,4.0
7441,"Scotland, Pa. (2001)",5095,4.5
7442,Scott Pilgrim vs. the World (2010),3506888,3.7
7443,"Scout, The (1994)",1584,2.3
7444,Scouts Guide to the Zombie Apocalypse (2015),282816,3.8
7445,Scratch (2001),15411,3.8
7446,Scream (1996),98490,3.2
7447,Scream 2 (1997),53227,2.9
7448,Scream 3 (2000),94917,2.7
7449,Scream 4 (2011),258885,2.7
7450,Screamers (1995),1140,3.4
7451,Screwed (2000),3596,1.0
7452,Scrooged (1988),74088,3.2
7453,"Sea Inside, The (Mar adentro) (2004)",222424,4.0
7454,Sea of Love (1989),9322,3.0
7455,Seabiscuit (2003),118170,3.7
7456,Search Party (2014),273332,2.2
7457,"Searchers, The (1956)",23555,4.1
7458,Searching for Bobby Fischer (1993),21160,3.9
7459,Searching for Sugar Man (2012),385952,4.2
7460,Season of the Witch (2011),83480,3.5
7461,Sebastian Maniscalco: What's Wrong with People? (2012),121715,3.5
7462,Secondhand Lions (2003),81036,3.5
7463,Seconds (1966),10124,3.5
7464,Secret Admirer (1985),6036,3.0
7465,Secret Agent (1936),2211,3.0
7466,"Secret Agent, The (1996)",1040,3.0
7467,Secret Ballot (Raye makhfi) (2001),11024,3.2
7468,"Secret Garden, The (1993)",12744,3.2
7469,"Secret Life of Bees, The (2008)",62553,4.0
7470,"Secret Life of Walter Mitty, The (1947)",7826,3.5
7471,"Secret Life of Walter Mitty, The (2013)",2138360,4.0
7472,"Secret Life of Words, The (2005)",47202,4.0
7473,"Secret Lives of Dentists, The (2002)",6592,4.0
7474,"Secret Policeman's Other Ball, The (1982)",6125,3.5
7475,Secret Society (2002),8632,0.5
7476,Secret Window (2004),110205,3.3
7477,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",332528,3.5
7478,Secret in Their Eyes (2015),140525,1.5
7479,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)",497231,3.9
7480,"Secret of Kells, The (2009)",149106,4.0
7481,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)",28132,3.1
7482,"Secret of NIMH, The (1982)",44919,3.5
7483,"Secret of Roan Inish, The (1994)",5024,3.8
7484,Secretariat (2010),80839,2.5
7485,Secretary (2002),140425,3.9
7486,Secrets & Lies (1996),11451,4.6
7487,Secrets of a Soul (Geheimnisse einer Seele) (1926),44931,4.5
7488,"Seducing Doctor Lewis (Grande séduction, La) (2003)",16242,2.0
7489,"See No Evil, Hear No Evil (1989)",13986,3.2
7490,Seed of Chucky (Child's Play 5) (2004),35868,1.8
7491,"Seeker: The Dark Is Rising, The (2007)",55259,1.0
7492,Seeking Justice (2011),92198,2.0
7493,Seeking a Friend for the End of the World (2012),285927,4.2
7494,Seems Like Old Times (1980),5241,5.0
7495,Selena (1997),7435,3.0
7496,Self-criticism of a Bourgeois Dog (2017),175743,3.0
7497,Self/less (2015),271036,2.8
7498,"Selfish Giant, The (2013)",106144,3.5
7499,Selma (2014),237400,2.5
7500,Semi-Pro (2008),581560,2.9
7501,Send Me No Flowers (1964),14170,3.2
7502,Senna (2010),514644,3.8
7503,Sense and Sensibility (1995),1139,3.8
7504,Senseless (1998),1746,2.0
7505,"Sentinel, The (2006)",90124,2.8
7506,"Separation, A (Jodaeiye Nader az Simin) (2011)",269277,4.3
7507,September (1987),4408,3.5
7508,"Serbian Film, A (Srpski film) (2010)",158502,2.2
7509,Serendipity (2001),120575,3.1
7510,Serenity (2005),1720250,3.9
7511,Sergeant York (1941),93348,3.8
7512,Serial Mom (1994),8512,3.0
7513,Series 7: The Contenders (2001),8332,2.5
7514,"Serious Man, A (2009)",786104,3.2
7515,"Serpent and the Rainbow, The (1988)",9082,3.5
7516,Serpico (1973),63495,3.8
7517,Serving Sara (2002),11058,3.2
7518,Serving in Silence: The Margarethe Cammermeyer Story (1995),181719,3.5
7519,Session 9 (2001),18900,3.6
7520,"Sessions, The (Surrogate, The) (2012)",97870,4.0
7521,Set It Off (1996),2994,3.0
7522,Seve (2014),132333,5.0
7523,Seven (a.k.a. Se7en) (1995),9541,4.0
7524,Seven Brides for Seven Brothers (1954),27140,3.8
7525,Seven Days in May (1964),3634,4.0
7526,Seven Pounds (2008),711876,4.1
7527,Seven Psychopaths (2012),1459590,3.5
7528,Seven Samurai (Shichinin no samurai) (1954),96912,4.2
7529,Seven Sisters (2017),347850,4.2
7530,Seven Up! (1964),152220,3.8
7531,"Seven Year Itch, The (1955)",34872,3.4
7532,Seven Years in Tibet (1997),22666,3.4
7533,"Seven-Per-Cent Solution, The (1976)",31921,2.5
7534,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",22266,4.2
7535,"Seventh Sign, The (1988)",11315,2.8
7536,Seventh Son (2014),239310,2.2
7537,Severance (2006),47937,3.0
7538,Sex Drive (2008),253916,3.6
7539,Sex Ed (2014),116849,2.5
7540,Sex Tape (2014),563940,2.6
7541,Sex and Lucia (Lucía y el sexo) (2001),21908,3.9
7542,Sex and the City (2008),656975,2.4
7543,Sex and the City 2 (2010),156348,1.0
7544,"Sex, Drugs & Taxation (2013)",144478,4.5
7545,"Sex, Lies, and Videotape (1989)",27278,3.6
7546,Sexy Beast (2000),61292,3.7
7547,Sgt. Bilko (1996),21021,3.0
7548,Shadow Conspiracy (1997),2110,1.5
7549,Shadow Dancer (2012),99992,3.0
7550,Shadow World (2016),173317,4.5
7551,Shadow of a Doubt (1943),15421,4.1
7552,Shadow of the Thin Man (1941),7833,3.5
7553,Shadow of the Vampire (2000),44396,3.1
7554,"Shadow, The (1994)",9594,2.9
7555,Shadowlands (1993),7476,3.6
7556,Shadows and Fog (1991),13227,3.3
7557,Shaft (1971),11187,4.0
7558,Shaft (2000),71136,2.7
7559,"Shaggy D.A., The (1976)",6285,2.8
7560,"Shaggy Dog, The (1959)",5080,2.9
7561,"Shaggy Dog, The (2006)",88798,1.2
7562,Shake Hands with the Devil (2007),78103,2.5
7563,Shakes the Clown (1992),10632,2.3
7564,Shakespeare Behind Bars (2005),167706,2.5
7565,Shakespeare in Love (1998),220432,3.8
7566,Shall We Dance (1937),4264,4.5
7567,Shall We Dance? (2004),26748,3.0
7568,Shall We Dance? (Shall We Dansu?) (1996),19981,3.8
7569,Shallow Grave (1994),6380,3.6
7570,Shallow Hal (2001),151590,3.0
7571,Shame (2011),362124,3.8
7572,Shame (Skammen) (1968),7936,4.0
7573,Shampoo (1975),21693,3.1
7574,Shane (1953),19355,3.9
7575,Shanghai Kiss (2007),55112,4.0
7576,Shanghai Knights (2003),116964,3.2
7577,Shanghai Noon (2000),155832,3.2
7578,Shanghai Surprise (1986),3390,2.0
7579,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),90,3.0
7580,Shaolin Soccer (Siu lam juk kau) (2001),112506,3.8
7581,Shaolin Temple (Shao Lin si) (1976),102338,4.5
7582,"Shape of Things, The (2003)",25364,3.2
7583,Shark Night 3D (2011),89427,1.5
7584,Shark Tale (2004),115791,2.3
7585,Sharknado (2013),414384,1.9
7586,Sharknado 3: Oh Hell No! (2015),272610,1.0
7587,Sharknado 4: The 4th Awakens (2016),161918,1.5
7588,Sharkwater (2006),52784,4.0
7589,Shattered (1991),6476,3.0
7590,Shattered Glass (2003),48524,3.5
7591,Shaun of the Dead (2004),683298,4.0
7592,Shaun the Sheep Movie (2015),263312,3.0
7593,"Shawshank Redemption, The (1994)",100806,4.4
7594,She Wore a Yellow Ribbon (1949),5440,3.0
7595,She's All That (1999),72065,2.8
7596,She's Gotta Have It (1986),20532,3.3
7597,She's Having a Baby (1988),12009,3.3
7598,She's Out of Control (1989),13989,2.8
7599,She's Out of My League (2010),674514,3.2
7600,She's So Lovely (1997),3200,3.5
7601,She's the Man (2006),265158,3.8
7602,She's the One (1996),6432,3.2
7603,She-Devil (1989),20352,2.3
7604,Sheena (1984),9970,1.5
7605,Shelter (2007),59549,4.0
7606,"Sheltering Sky, The (1990)",4566,3.5
7607,Shenandoah (1965),6422,4.0
7608,"Shepherd: Border Patrol, The (2008)",58826,2.5
7609,Sherlock - A Study in Pink (2010),370270,4.8
7610,Sherlock Holmes (2009),4234986,3.9
7611,Sherlock Holmes and Dr. Watson: Acquaintance (1979),147330,5.0
7612,Sherlock Holmes and the Secret Weapon (1942),8773,3.0
7613,Sherlock Holmes: A Game of Shadows (2011),3478596,3.8
7614,Sherlock Holmes: Dressed to Kill (1946),17556,3.8
7615,Sherlock Holmes: Terror by Night (1946),8771,3.0
7616,Sherlock Holmes: The Woman in Green (1945),8774,3.5
7617,Sherlock Jr. (1924),51500,3.0
7618,Sherlock: The Abominable Bride (2016),1505480,3.9
7619,SherryBaby (2006),47978,2.5
7620,Shiloh (1997),3094,3.2
7621,Shin Godzilla (2016),163056,4.0
7622,Shine (1996),32568,4.0
7623,Shine a Light (2008),58879,3.5
7624,Shining Through (1992),26791,1.5
7625,"Shining, The (1980)",137122,4.1
7626,Ship of Fools (1965),7181,3.5
7627,"Shipping News, The (2001)",30096,3.0
7628,Shiri (Swiri) (1999),8093,3.5
7629,Shock Corridor (1963),8126,3.5
7630,Shogun Assassin (1980),5244,5.0
7631,Shoot 'Em Up (2007),659988,3.5
7632,Shooter (2007),1298375,3.9
7633,Shooting Dogs (a.k.a. Beyond the Gates) (2005),49265,4.0
7634,Shooting Fish (1997),8775,4.1
7635,"Shootist, The (1976)",4710,3.5
7636,"Shop Around the Corner, The (1940)",9291,3.7
7637,Shopgirl (2005),275898,3.0
7638,Short Circuit (1986),90900,3.3
7639,Short Circuit 2 (1988),22720,2.9
7640,Short Cuts (1993),8025,3.3
7641,"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",17312,3.8
7642,"Short Film About Love, A (Krótki film o milosci) (1988)",38159,4.5
7643,Short Term 12 (2013),209888,3.8
7644,Shortbus (2006),146232,4.0
7645,Shot Caller (2017),175585,3.5
7646,"Shot in the Dark, A (1964)",7073,2.5
7647,Shotgun Stories (2007),60735,2.5
7648,Show Boat (1951),8502,3.0
7649,Show Me Love (Fucking Åmål) (1998),56272,3.8
7650,Shower (Xizao) (1999),7574,4.0
7651,Showgirls (1995),6755,2.5
7652,Showtime (2002),52200,2.4
7653,Shrek (2001),732020,3.9
7654,Shrek 2 (2004),769120,3.6
7655,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),550459,3.6
7656,Shrek the Halls (2007),128498,2.5
7657,Shrek the Third (2007),1115541,3.0
7658,Shrink (2009),72694,2.0
7659,Shrooms (2007),60538,3.5
7660,Shut Up & Sing (2006),147396,3.0
7661,Shutter Island (2010),4988686,4.0
7662,Siam Sunset (1999),6402,5.0
7663,Sibling Rivalry (1990),12626,2.5
7664,Sicario (2015),1536084,3.5
7665,Sicko (2007),754516,3.7
7666,Sid and Nancy (1986),18784,3.4
7667,Side Effects (2013),602298,3.9
7668,Side by Side (2012),97230,3.0
7669,Sidekicks (1992),53584,1.5
7670,Sidewalks of New York (2001),9564,2.5
7671,Sidewalls (Medianeras) (2011),288060,3.7
7672,Sideways (2004),349011,3.7
7673,"Siege, The (1998)",30342,2.8
7674,Sightseers (2012),100159,4.5
7675,"Sign of Four, The (1987)",90945,3.0
7676,"Signal, The (2007)",57637,3.5
7677,"Signal, The (2014)",112868,4.5
7678,Signs (2002),346626,3.2
7679,Silence (2016),286734,3.8
7680,"Silence of the Lambs, The (1991)",165447,4.2
7681,"Silence, The (Tystnaden) (1963)",15874,3.5
7682,Silent Hill (2006),540972,3.0
7683,Silent Hill: Revelation 3D (2012),97785,3.0
7684,Silent Movie (1976),8512,3.5
7685,"Silent Night, Deadly Night (1984)",26523,3.5
7686,Silent Running (1972),21640,2.4
7687,Silk Stockings (1957),6390,3.5
7688,Silkwood (1983),14427,4.2
7689,Silver Bullet (Stephen King's Silver Bullet) (1985),16299,2.7
7690,Silver Linings Playbook (2012),2937630,3.7
7691,Silver Spoon (2014),193571,4.0
7692,Silver Streak (1976),79125,3.7
7693,Silverado (1985),35135,3.2
7694,Simon Birch (1998),20124,3.0
7695,Simon Sez (1999),2887,1.0
7696,Simone (S1m0ne) (2002),38710,2.1
7697,Simpatico (1999),3162,3.0
7698,"Simple Plan, A (1998)",52602,3.8
